17:18:27,115
17:14:01,82
17:20:17,119
17:20:22,121
17:20:26,121
17:20:30,123
17:20:35,126
17:20:42,128
17:20:46,128
17:20:52,128
17:20:54,128
17:20:58,126
17:21:07,128
17:21:12,129
17:21:13,130
17:21:20,129
17:21:26,127
17:21:28,128
17:21:33,127
17:21:42,130
17:21:47,131
17:21:50,131
17:21:54,129
17:22:02,132
17:22:03,132
17:22:12,130
17:22:17,129
17:22:18,128
17:22:23,127
17:22:28,128
17:22:36,134
17:22:38,134
17:22:47,133
17:22:52,132
17:22:54,131
17:22:58,131
17:23:03,128
17:23:08,125
17:23:13,126
17:23:18,126
17:23:27,118
17:23:29,118
17:23:33,120
17:23:42,116
17:23:43,116
17:23:48,117
17:23:57,120
17:23:58,119
17:24:03,119
17:24:08,123
17:24:13,121
17:24:22,116
17:24:23,116
17:24:28,117
17:24:37,117
17:24:42,116
17:24:47,115
17:24:49,115
17:24:53,114
17:24:58,113
17:25:07,113
17:25:11,110
17:25:17,108
17:25:20,105
17:25:26,104
17:25:31,105
17:25:34,104
17:25:39,106
17:25:47,105
17:25:48,106
17:25:57,107
17:25:58,108
17:26:05,112
17:26:08,111
17:26:17,108
17:26:22,109
17:26:25,111
17:26:28,111
17:26:34,116
17:26:42,111
17:26:47,112
17:26:50,116
17:26:57,115
17:27:02,115
17:27:07,116
17:27:10,115
17:27:17,117
17:27:19,117
17:27:24,114
17:27:32,112
17:27:33,112
17:27:38,113
17:27:47,111
17:27:51,108
17:27:57,109
17:28:02,110
17:28:07,108
17:28:11,109
17:28:15,108
17:28:22,105
17:28:23,105
17:28:32,106
17:28:36,107
17:28:39,106
17:28:47,106
17:28:51,107
17:28:53,106
17:28:59,109
17:29:03,110
17:29:12,108
17:29:13,108
17:29:21,104
17:29:27,102
17:29:32,105
17:29:33,106
17:29:42,119
17:29:47,116
17:29:52,117
17:29:53,117
17:29:59,117
17:30:05,122
17:30:09,126
17:30:17,117
17:30:20,114
17:30:23,115
17:30:28,116
17:30:37,117
17:30:39,116
17:30:43,116
17:30:48,120
17:30:53,122
17:31:07,130
17:31:10,131
17:31:17,127
17:31:20,128
17:31:26,128
17:31:29,127
17:31:35,126
17:31:42,110
17:31:47,111
17:31:51,113
17:31:53,113
17:32:02,124
17:32:07,118
17:32:10,115
17:32:16,119
17:32:20,119
17:32:26,118
17:32:32,111
17:32:34,111
17:32:38,112
17:32:47,121
